CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS	START	CAPI	MINDATE	MINDATE_SHLI
SNG	CTCP Sông Đà 10.1	Song Da No 10.1 Jsc	HNX	Industrials	2006/12/25	1900000	2006/12/25			19,000,000,000	2006/12/25	1900000
SPC	BV Thực vật Sài Gòn	Sai Gon Plant Protection Jsc	UPC	Basic Materials	2010/09/09	8100000	2010/09/09			81,000,000,000	2010/09/09	8100000
SPD	Thủy sản Miền Trung	Da Nang Seaproduct Import - Export Corporation	UPC	Consumer Goods	2010/04/22	7560000	2010/04/22			75,600,000,000	2010/04/22	7560000
SPM	CTCP SPM	S.P.M Corporation	HSX	Health Care	2010/05/07	14000000	2010/05/21		1	140,000,000,000	2010/05/21	14000000
SPP	CTCP Bao bì Nhựa Sài Gòn	Saigon Plastic Packaging Jsc	HNX	Industrials	2008/09/25	3500000	2008/09/25			35,000,000,000	2008/09/25	3500000
SQC	CTCP Khoáng sản Sài Gòn - Quy Nhơn	Sai Gon – Quy Nhon Mining Corporation	HNX	Basic Materials	2009/12/17	100000000	2009/12/17			1,000,000,000,000	2009/12/17	100000000
SRA	CTCP SARA Việt Nam	Sara Vietnam Jsc	HNX	Technology	2008/01/18	1000000	2008/01/18			10,000,000,000	2008/01/18	1000000
SRB	CTCP Tập đoàn SARA	Sara Jsc	HNX	Technology	2008/03/17	5650000	2008/03/17			56,500,000,000	2008/03/17	5650000
SRC	CTCP Cao Su Sao Vàng	Sao Vang Rubber Jsc	HSX	Consumer Goods	2009/09/23	10800000	2009/10/07		1	108,000,000,000	2009/10/07	10800000
SRF	CTCP Kỹ Nghệ Lạnh	Seaprodex Refrigeration Industry Corporation	HSX	Industrials	2009/10/05	8020066	2009/10/21		1	80,200,660,000	2009/10/21	8020066
SSC	CTCP Giống Cây trồng Miền Nam	Southern Seed Corporation	HSX	Consumer Goods	2004/12/29	6000000	2005/03/01		1	60,000,000,000	2005/03/01	6000000
SSF	Giày Sài Gòn	Saigon Shoes Jsc	UPC	Consumer Goods	2010/04/20	1600000	2010/04/20			16,000,000,000	2010/04/21	0
SSG	CTCP Vận tải biển Hải Âu	Seagull Shipping Company	HNX	Industrials	2010/12/28	5000000	2011/01/05		1	50,000,000,000	2011/01/05	5000000
SSI	CTCP Chứng khoán Sài Gòn	Sai Gon Securities Incorporation	HSX	Financials	2006/12/15	79999917	2006/12/15			799,999,170,000	2006/12/15	50000000
SSM	CTCP Chế tạo Kết cấu Thép VNECO.SSM	Steel Structure Manufacture Jsc	HNX	Basic Materials	2008/11/17	2751664	2008/11/17			27,516,640,000	2008/11/17	2751664
SSS	CTCP Sông Đà 6.06	Song Da 6.06 Jsc	HNX	Industrials	2007/08/28	2500000	2007/08/28			25,000,000,000	2007/08/28	2500000
ST8	CTCP Siêu Thanh	Sieu Thanh JCC	HSX	Technology	2007/12/10	8200000	2007/12/18		1	82,000,000,000	2007/12/18	8200000
STB	Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín	Sai Gon Thuong Tin Commercial Joint Stock Bank	HSX	Banks	2006/06/02	189947299	2006/07/12		1	1,899,472,990,000	2006/07/12	189947299
STC	CTCP Sách và Thiết bị Trường học Tp. Hồ Chí Minh	Book And Educational Equipment Jsc In Ho Chi Minh City	HNX	Consumer Services	2006/12/27	2880000	2006/12/27			28,800,000,000	2006/12/27	2880000
STG	CTCP Kho Vận Miền Nam	South Logistics Jsc	HSX	Industrials	2010/02/04	8351857	2010/03/02		1	83,518,570,000	2010/03/02	8351857
STL	CTCP Sông Đà - Thăng Long	Song Da - Thang Long Jsc	HNX	Financials	2008/09/23	10000000	2008/09/23			100,000,000,000	2008/09/23	10000000
STP	CTCP Công nghiệp Thương mại Sông Đà	Song Da Industry Trade Jsc	HNX	Industrials	2006/10/09	800000	2006/10/09			8,000,000,000	2006/10/09	800000
STS	Dịch vụ vận tải Sài Gòn	Sai Gon Transport Agency Jsc	UPC	Industrials	2010/03/30	2082200	2010/03/30			20,822,000,000	2010/03/30	2082200
STT	CTCP Vận chuyển Sài Gòn Tourist	Saigontourist Transport Corporation	HSX	Consumer Services	2011/05/12	8000000	2011/07/08		1	80,000,000,000	2011/07/08	8000000
STU	Môi trường & CT Đô thị Sơn Tây	Sontay Urban Construction And Environment Jsc	UPC	Industrials	2010/10/19	1125600	2010/10/19			11,256,000,000	2010/10/19	1125600
STV	CTCP Chế tác Đá Việt Nam	VietNam Stone Work - Top Fabrication JSC	UPC	Industrials	2011/12/15	4000000	2011/12/15			40,000,000,000	2011/12/15	4000000
SVC	CTCP Dịch vụ Tổng hợp Sài Gòn	Saigon General Service Corporation	HSX	Consumer Goods	2009/05/27	20361040	2009/06/01		1	203,610,400,000	2006/12/21	12873410
SVC	CTCP Dịch vụ Tổng hợp Sài Gòn	Saigon General Service Corporation	HNX	Consumer Goods	2006/12/21	12873410	2006/12/21			128,734,100,000	2006/12/21	12873410
SVI	CTCP Bao Bì Biên Hòa	Bien Hoa Packaging Comapny	HSX	Industrials	2008/12/22	3900000	2008/03/12		1	39,000,000,000	2008/12/22	3900000
SVN	CTCP SOLAVINA	Solavina Jsc	HNX	Industrials	2011/07/26	3000000	2011/07/26			30,000,000,000	2011/07/26	3000000
SVS	CTCP Chứng khoán Sao Việt	Viet Star Securities Corporation	HNX	Financials	2010/07/07	13500000	2010/07/07			135,000,000,000	2009/09/22	13500000
SVT	CTCP Công nghệ Sài Gòn Viễn Đông	Sai Gon Vien Dongtechnology ,. Jsc	HSX	Basic Materials	2011/07/26	8700000	2011/10/05		1	87,000,000,000	2011/10/05	8700000
SWC	Dịch vụ Sonadezi	Southern Waterborne Transport Corporation	UPC	Industrials	2011/04/29	67100000	2011/04/29			671,000,000,000	2011/04/29	67100000
SZL	CTCP Sonadezi Long Thành	Sonadezi Long Thanh	HSX	Financials	2008/08/15	10000000	2008/09/09		1	100,000,000,000	2008/09/09	10000000
TAC	CTCP Dầu thực vật Tường An	Tuong An Vegetable Oil Jsc	HSX	Consumer Goods	2006/12/06	18980200	2006/12/26		1	189,802,000,000	2006/12/26	18980200
TAG	CTCP Thế giới số Trần Anh	Tran Anh Digital World Jsc	HNX	Industrials	2010/01/12	4506821	2010/01/12			45,068,210,000	2010/01/12	4506821
TAS	CTCP Chứng khoán Tràng An	Trang An Securities Jsc	HNX	Financials	2010/02/22	13900000	2010/02/22			139,000,000,000	2009/06/24	13900000
TBC	CTCP Thủy điện Thác Bà	Thac Ba Hydropower Jsc	HSX	Utilities	2006/03/31	63500000	2009/10/19		1	635,000,000,000	2006/08/29	63500000
TBC	CTCP Thủy điện Thác Bà	Thac Ba Hydropower Jsc	HNX	Utilities	2006/08/29	63500000	2006/08/29			635,000,000,000	2006/08/29	63500000
TBT	XD Công trình GT Bến Tre	Ben Tre Transportation Work Construction Jsc	UPC	Industrials	2010/03/01	1656470	2010/03/01			16,564,700,000	2010/03/01	1656470
TBX	CTCP Xi măng Thái Bình	Thai Binh Cement Jsc	HNX	Industrials	2008/11/18	1011400	2008/11/18			10,114,000,000	2008/11/18	1011400
TC6	CTCP Than cọc Sáu – TKV	Vinacomin Coc Sau Coal Jsc	HNX	Basic Materials	2008/06/26	10000000	2008/06/26			100,000,000,000	2008/06/26	10000000
TCL	CTCP Đai lý Giao nhận Vận tải Xếp dỡ Tân Cảng	Tan Cang Logistics And Stevedoring Jsc	HSX	Industrials	2009/12/11	17000000	2009/12/24		1	170,000,000,000	2009/12/24	17000000
TCM	CTCP Dệt may - Đầu tư - Thương mại Thành Công	Thanh Cong Textile Garment Investment Trading Jsc	HSX	Consumer Goods	2007/10/05	18982497	2007/10/15		1	189,824,970,000	2007/10/15	18982497
TCO	CTCP Vận tải Đa phương thức Duyên Hải	Duyen Hai Multi Modal Transport Jsc	HSX	Industrials	2012/02/08	12870000	2012/02/27		1	128,700,000,000	2009/09/24	0
TCR	CTCP Công nghiệp Gốm sứ TAICERA	Taicera Enterprise Company	HSX	Industrials	2006/12/26	4969000	2006/12/29		1	49,690,000,000	2006/12/29	4969000
TCS	CTCP Than Cao Sơn - TKV	Vinacomin - Caoson Coal Jsc	HNX	Basic Materials	2008/11/21	10000000	2008/11/21			100,000,000,000	2008/11/21	10000000
TCT	CTCP Cáp treo Núi Bà Tây Ninh	Tay Ninh Cable Car Tour Jsc	HNX	Consumer Services	2006/12/06	1598500	2006/12/06			15,985,000,000	2006/12/06	1598500
TDC	CTCP Kinh doanh và Phát triển Bình Dương	Binh Duong Trade And Development Jsc	HSX	Industrials	2010/04/16	20000000	2010/05/04		1	200,000,000,000	2010/05/04	20000000
TDH	CTCP Phát triển Nhà Thủ Đức	Thu Duc Housing Development Corporation	HSX	Financials	2006/11/23	17000000	2006/12/14		1	170,000,000,000	2006/12/14	17000000
TDN	CTCP Than Đèo Nai - TKV	Vinacomin - Deonai Coal Jsc	HNX	Basic Materials	2008/11/21	8000000	2008/11/21			80,000,000,000	2008/11/21	8000000
TDS	Đường Sông Miền Nam	Thu Duc Steel Jsc	UPC	Basic Materials	2011/10/06	12225393	2011/10/06			122,253,930,000	2011/10/06	12225393
TDW	CTCP Cấp Nước Thủ Đức	Thu Duc Water Supply Jsc 	HSX	Utilities	2010/09/17	8500000	2010/11/11		1	85,000,000,000	2010/11/11	8500000
TET	CTCP Vải sợi May mặc Miền Bắc	Northern Textiles And Garments Jsc (Textaco)	HNX	Consumer Goods	2010/04/28	5702940	2010/04/28			57,029,400,000	2010/04/28	5702940
TGP	Cáp Trường Phú	Truong Phu Corporation	UPC	Industrials	2009/06/24	10000000	2009/06/24			100,000,000,000	2009/06/24	10000000
TH1	CTCP Xuất nhập khẩu Tổng hợp I Việt Nam	The Vietnam National General Export - Import Jsc No.1	HNX	Consumer Services	2009/11/11	8892733	2009/11/11			88,927,330,000	2009/11/11	8892733
THB	CTCP Bia Thanh Hóa	Thanh Hoa Beer Jsc	HNX	Consumer Goods	2008/11/19	11424570	2008/11/19			114,245,700,000	2008/11/19	11424570
THG	CTCP Đầu tư và Xây dựng Tiền Giang	Tien Giang Investment And Construction Jsc	HSX	Industrials	2011/04/28	8000000	2011/07/28		1	80,000,000,000	2011/07/28	8000000
THT	CTCP Than Hà Tu - TKV	Vinacomin - Ha Tu Coal Jsc	HNX	Basic Materials	2008/10/24	9100000	2008/10/24			91,000,000,000	2008/10/24	9100000
THV	CTCP Tập đoàn Thái Hòa Việt Nam	Thai Hoa Viet Nam Group Jsc	HNX	Consumer Goods	2010/12/03	55000000	2010/12/03			550,000,000,000	2010/12/03	55000000
TIC	CTCP Đầu tư Điện Tây nguyên	Tay Nguyen Electricity Investment Jsc	HSX	Utilities	2009/10/01	16582600	2009/10/12		1	165,826,000,000	2009/10/12	16582600
TIE	CTCP TIE	Telecommunications Industry Electronics Jsc	HSX	Industrials	2009/11/16	9569900	2009/12/11		1	95,699,000,000	2009/12/11	9569900
TIG	CTCP Tập đoàn Đầu tư Thăng Long	Thanglong Investment Group Jsc	HNX	Financials	2010/10/08	15000000	2010/10/08			150,000,000,000	2010/10/08	15000000
TIS	CTCP Gang thép Thái Nguyên	Thai Nguyen Iron And Steel Jsc	UPC	Basic Materials	2011/03/24	184000000	2011/03/24			1,840,000,000,000	2011/03/24	184000000
TIX	CTCP Sản xuất Kinh doanh XNK Dịch vụ và Đầu tư Tân Bình	Tan Binh Import – Export Jsc	HSX	Financials	2009/11/17	12000000	2009/11/25		1	120,000,000,000	2009/11/25	12000000
TJC	CTCP Dịch vụ Vận tải và Thương mại	Transportation And Trading Services Jsc 	HNX	Industrials	2007/12/17	3000000	2007/12/17			30,000,000,000	2007/12/17	3000000
TKC	CTCP Xây dựng và Kinh doanh Địa ốc Tân Kỷ (Takco)	Tan Ky Construction And Real Estate Trading Corporation	HNX	Industrials	2009/12/01	6050000	2009/12/01			60,500,000,000	2009/12/01	6050000
TKU	CTCP Công nghiệp Tung Kuang	Tung Kuang Industrial Jsc	HNX	Industrials	2006/06/26	3281854	2006/06/26			32,818,540,000	2006/06/26	3281854
TLC	CTCP Viễn thông Thăng Long	Thang Long Telecommunications Jsc	HNX	Technology	2006/12/28	9980000	2006/12/28			99,800,000,000	2006/12/28	9980000
TLG	CTCP Tập Đoàn Thiên Long	Thien Long Group Corporation	HSX	Consumer Goods	2010/02/02	15500000	2010/03/26		1	155,000,000,000	2010/03/26	15500000
TLH	CTCP Tập Đoàn Thép Tiến Lên	Tien Len Steel Corporation Joint - Stock Company	HSX	Basic Materials	2010/03/04	54000000	2010/03/16		1	540,000,000,000	2010/03/16	54000000
TLT	CTCP Viglacera Thăng Long	Viglacera Thanglong Ceramic Tiles Jsc	HNX	Industrials	2006/12/08	1800000	2006/12/08			18,000,000,000	2006/12/08	1800000
TMC	CTCP Thương mại Xuất nhập Khẩu Thủ Đức	Thu Duc Trading And Import – Export Jsc	HNX	Utilities	2006/12/26	2700000	2006/12/26			27,000,000,000	2006/12/26	2700000
TMP	CTCP Thủy điện Thác Mơ	Thac Mo Hydro Power Jsc	HSX	Utilities	2009/06/08	70000000	2009/06/18		1	700,000,000,000	2009/06/18	70000000
TMS	CTCP Kho vận Giao nhận Ngoại thương TP.HCM	Transforwarding Warehousing JCC	HSX	Industrials	2000/08/02	2200000	2000/08/04		1	22,000,000,000	2000/08/04	2200000
TMT	CTCP ô tô TMT	Tmt Automobile Jsc. 	HSX	Consumer Goods	2010/01/15	12577500	2010/01/22		1	125,775,000,000	2010/01/22	12577500
TMW	Gỗ Tân Mai	Tan Mai General Wood Jsc	UPC	Consumer Goods	2009/12/23	4662350	2009/12/23			46,623,500,000	2009/12/23	4662350
TMX	CTCP Thương mại xi măng	Cement Trading Jsc	HNX	Industrials	2009/11/02	6000000	2009/11/02			60,000,000,000	2009/11/02	6000000
TNA	CTCP Thương mại Xuất nhập khẩu Thiên Nam	Thien Nam Trading Import Export Corporation	HSX	Consumer Goods	2005/05/04	1300000	2005/07/20		1	13,000,000,000	2005/07/20	1300000
TNB	Thép Nhà Bè	Nha Be Steel Jsc	UPC	Basic Materials	2010/04/16	10000000	2010/04/16			100,000,000,000	2010/04/16	10000000
TNC	CTCP Cao su Thống nhất	Thong Nhat Rubber Jsc	HSX	Basic Materials	2007/08/07	19250000	2007/08/22		1	192,500,000,000	2007/08/22	19250000
TNG	CTCP Đầu tư và Thương mại TNG	Tng Investment And Trading Jsc	HNX	Consumer Goods	2007/11/22	5430000	2007/11/22			54,300,000,000	2007/11/22	5430000
TNM	XNK và XD Công trình	Tranimex Transportation Import - Export & Contruction Jsc	UPC	Industrials	2009/10/27	3800000	2009/10/27			38,000,000,000	2009/10/27	3800000
TNT	CTCP Tài Nguyên	Tai Nguyen Corporation	HSX	Basic Materials	2010/05/14	8500000	2010/05/21		1	85,000,000,000	2010/05/21	8500000
TNY	Gang thép Thái Nguyên	Youth Investment Construction Corporation	UPC	Industrials	2011/06/15	1800000	2011/06/15			18,000,000,000	2011/06/15	1800000
TPC	CTCP Nhựa Tân Đại Hưng	Tan Dai Hung Plastic Jsc	HSX	Basic Materials	2007/11/20	10400000	2007/11/28		1	104,000,000,000	2007/11/28	10400000
TPH	Cty CP In Sách giáo Khoa tại Tp.Hà Nội	Hanoi Textbooks Printing Jsc	HNX	Consumer Services	2006/12/15	1200000	2006/12/15			12,000,000,000	2006/12/15	1200000
TPP	CTCP Nhựa Tân Phú	Tan Phu Plastic Jsc	HNX	Basic Materials	2008/07/21	2000000	2008/09/26		1	20,000,000,000	2008/09/26	2000000
TRA	CTCP TRAPHACO	Traphaco Jsc	HSX	Health Care	2008/11/12	8000000	2008/11/26		1	80,000,000,000	2008/11/26	8000000
TRC	CTCP Cao su Tây Ninh	Tay Ninh Rubber Jsc	HSX	Basic Materials	2007/07/17	30000000	2007/07/24		1	300,000,000,000	2007/07/24	30000000
TRI	CTCP Nước giải khát Sài Gòn	Sai Gon Beverages Jsc	HSX	Consumer Goods	2001/11/26	3790300	2001/12/28		1	37,903,000,000	2002/08/08	0
TS4	CTCP Thủy sản số 4	Seafood Jsc No4	HSX	Consumer Goods	2002/07/01	1500000	2002/08/08		1	15,000,000,000	2003/02/12	0
TSB	CTCP Ắc quy Tia Sáng	Tia Sang Battery  Jsc	HNX	Industrials	2011/01/19	3372740	2011/01/19			33,727,400,000	2011/01/19	3372740
TSC	CTCP Vật tư Kỹ thuật Nông nghiệp Cần Thơ	Techno - Agricultural Supplying Jsc	HSX	Basic Materials	2007/09/24	8312915	2007/10/04		1	83,129,150,000	2007/10/04	8312915
TSM	CTCP Xi măng Tiên Sơn Hà Tây	Tien Son Cement Jsc	HNX	Industrials	2010/07/02	2936140	2010/07/02			29,361,400,000	2010/07/02	2936140
TST	CTCP Dịch vụ Kỹ thuật Viễn thông	Telecommunication Technical Service Jsc	HNX	Technology	2007/12/13	4800000	2007/12/13			48,000,000,000	2007/12/13	4800000
TTC	CTCP Gạch men Thanh Thanh	Thanh Thanh Jsc	HNX	Industrials	2006/07/18	4000000	2006/08/08		1	40,000,000,000	2006/08/08	4000000
TTF	CTCP Tập Đoàn Kỹ nghệ Gỗ Trường Thành	Truong Thanh Furniture Corporation	HSX	Basic Materials	2008/02/01	15000000	2008/02/18		1	150,000,000,000	2008/02/18	15000000
TTG	May Thanh Trì	Thanh Tri Garment Jsc	UPC	Consumer Goods	2010/02/02	2000000	2010/02/02			20,000,000,000	2010/02/02	2000000
TTP	CTCP Bao bì Nhựa Tân Tiến	Tan Tien Plastic Packaging Jsc	HSX	Industrials	2006/11/09	10655000	2006/12/05		1	106,550,000,000	2006/12/05	10655000
TTR	Tracotour	Tourism Trade & Investment Jsc	UPC	Consumer Services	2009/12/04	1993393	2009/12/04			19,933,930,000	2009/12/04	1993393
TV1	CTCP Tư vấn Xây dựng Điện 1	Power Engineering Consulting Jsc 1 	HSX	Industrials	2010/09/14	10000000	2010/09/23		1	100,000,000,000	2010/09/23	10000000
TV2	CTCP Tư vấn Xây dựng Điện 2	Power Engineering Consulting Jsc No.2	HNX	Industrials	2009/10/13	4439000	2009/10/13			44,390,000,000	2009/10/13	4439000
TV3	CTCP Tư vấn Xây dựng Điện 3	Power Engineering Consulting Jsc	HNX	Industrials	2009/12/01	2940000	2009/12/01			29,400,000,000	2009/12/01	2940000
TV4	CTCP Tư vấn Xây dựng Điện 4	Power Engineering Consulting Jsc No.4	HNX	Industrials	2008/07/22	2750000	2008/07/22			27,500,000,000	2008/07/22	2750000
TVD	CTCP Than Vàng Danh - TKV	Vinacomin - Vangdanh Coal Jsc	HNX	Basic Materials	2011/01/11	15280790	2011/01/11			152,807,900,000	2011/01/11	15280790
TVG	XD Giao thông Vận tải	Transport Investment & Construction Consultant Jsc	UPC	Industrials	2010/01/25	1720000	2010/01/25			17,200,000,000	2010/01/25	1720000
TXM	Cty CP Thạch cao Xi Măng	Gypsum And Cement Jsc	HNX	Industrials	2006/12/11	3500000	2006/12/11			35,000,000,000	2006/12/11	3500000
TYA	CTCP Dây và Cáp điện Taya Việt Nam	Taya (Vietnam) Electric Wire And Cable Jsc	HSX	Industrials	2005/12/02	3653480	2006/02/15		1	36,534,800,000	2006/02/15	3653480
UDC	CTCP Xây dựng và Phát triển Đô thị Tỉnh Bà Rịa - Vũng Tàu	Urban Development And Construction Corporation	HSX	Industrials	2010/06/28	35000000	2010/07/05		1	350,000,000,000	2010/07/05	35000000
UDJ	Becamex UDJ	Becamex Urban Development Jsc	UPC	Industrials	2009/12/22	16500000	2009/12/22			165,000,000,000	2009/12/22	16500000
UIC	CTCP Đầu tư Phát triển Nhà và Đô thị Idico	Idico Urban And House Development Jsc	HSX	Industrials	2007/10/31	8000000	2007/11/12		1	80,000,000,000	2007/11/12	8000000
UNI	CTCP Viễn Liên	Vien Lien Jsc	HNX	Technology	2006/07/03	1000000	2006/07/03			10,000,000,000	2006/07/03	1000000
V11	CTCP Xây dựng số 11	Construction Jsc No 11	HNX	Financials	2008/12/01	5000000	2008/12/15		1	50,000,000,000	2008/12/15	5000000
V12	CTCP Xây dựng số 12	Construction Jsc No 12	HNX	Industrials	2010/01/05	3000000	2010/01/05			30,000,000,000	2010/01/05	3000000
V15	CTCP Xây dựng số 15	Vinaconex 15 Jsc	HNX	Industrials	2009/12/17	6000000	2009/12/17			60,000,000,000	2009/12/17	6000000
V21	CTCP Vinaconex 21	Vietnam Construction Jsc No.21	HNX	Industrials	2010/04/21	1700000	2010/04/21			17,000,000,000	2010/04/21	1700000
VAT	CTCP Viễn thông Vạn Xuân	Van Xuan Telecom Jsc	HNX	Technology	2010/12/15	1200000	2010/12/15			12,000,000,000	2010/12/15	1200000
VBC	CTCP Nhựa - Bao bì Vinh	Vinh Plastic And Bags Jsc	HNX	Industrials	2010/03/17	1898364	2010/03/17			18,983,640,000	2010/03/17	1898364
VBH	Cty CP Điện tử Bình Hoà	Viettronics Binh Hoa Jsc	HNX	Industrials	2006/12/29	2900000	2006/12/29			29,000,000,000	2006/12/29	2900000
VC1	CTCP Xây dựng số 1	Construction Jsc No 1	HNX	Industrials	2009/05/14	3500000	2009/05/14			35,000,000,000	2009/05/14	3500000
VC2	Cty CP Xây dựng số 2	Vietnam Construction Jsc No. 2	HNX	Industrials	2006/12/11	2000000	2006/12/11			20,000,000,000	2006/12/11	2000000
VC3	CTCP Xây dựng số 3	Construction Jsc No. 3	HNX	Financials	2007/12/13	8000000	2007/12/13			80,000,000,000	2007/12/13	8000000
VC5	CTCP Xây dựng số 5	Construction Jsc No.5	HNX	Industrials	2008/01/16	5000000	2008/01/16			50,000,000,000	2008/01/16	5000000
VC6	CTCP Vinaconex 6	Vinaconex 6 Jsc	HNX	Industrials	2008/01/28	4000000	2008/01/28			40,000,000,000	2008/01/28	4000000
VC7	CTCP Xây dựng Số 7	No7 Vietnam Construction Jsc	HNX	Industrials	2007/12/28	5000000	2007/12/28			50,000,000,000	2007/12/28	5000000
VC9	CTCP Xây dựng số 9	Construction Jsc No.9	HNX	Industrials	2009/11/05	8000000	2009/11/05			80,000,000,000	2009/11/05	8000000
VCA	CTCP Thép Biên Hòa	Bien Hoa Steel Jsc	UPC	Basic Materials	2011/02/21	15187322	2011/02/21			151,873,220,000	2011/02/21	15187322
VCB	Ngân hàng TMCP Ngoại Thương Việt Nam	Jscmmercial Bank For Foreign Trade Of Viet Nam	HSX	Banks	2009/06/12	112285426	2009/06/30		1	1,122,854,260,000	2009/06/30	112285426
VCC	CTCP Vinaconex 25	Vinaconex 25 Jsc	HNX	Industrials	2009/02/05	4000000	2009/02/05			40,000,000,000	2009/02/05	4000000
VCF	CTCP VINACAFÉ Biên Hòa	Vinacafe Bienhoa Jsc	HSX	Consumer Goods	2011/01/21	26579135	2011/01/28		1	265,791,350,000	2011/01/28	26579135
VCG	Tổng CTCP Xuất nhập Khẩu và Xây dựng Việt Nam	Vietnam Construction And Import-Export JCC	HNX	Industrials	2008/09/05	149985150	2008/09/05			1,499,851,500,000	2008/09/05	149985150
VCH	CTCP Đầu tư xây dựng và Phát triển Hạ tầng Vinaconex	Vinaconex Infrastructure Development And Construction Investment Jsc	HNX	Industrials	2010/07/21	3970000	2010/07/21			39,700,000,000	2010/07/21	3970000
VCM	CTCP Nhân lực và Thương mại Vinaconex	Vinaconex Trading And Manpower Joint	HNX	Industrials	2010/05/11	3000000	2010/05/11			30,000,000,000	2010/05/11	3000000
VCR	CTCP Đầu tư và Phát triển Du lịch Vinaconex	Vinaconex Investment And Tourism Development Jsc	HNX	Financials	2010/05/10	30000000	2010/05/10			300,000,000,000	2010/05/10	30000000
VCS	CTCP Đá ốp Lát cao Cấp Vinaconex	Vinaconex Advanced Compound Stone Jsc 	HNX	Industrials	2007/12/17	10000000	2007/12/17			100,000,000,000	2007/12/17	10000000
VCT	Tư vấn XD Vinaconex	Vinaconex’S Construction Consultant Jsc	UPC	Industrials	2010/07/15	1100000	2010/07/15			11,000,000,000	2010/07/15	1100000
VCV	CTCP Vận tải Vinaconex	Vinaconex Transportation Jsc	HNX	Industrials	2010/08/05	11007183	2010/08/05			110,071,830,000	2010/08/05	11007183
VDL	CTCP Thực phẩm Lâm Đồng	Lamdong Foodstuffs Jsc	HNX	Consumer Goods	2007/11/27	1200000	2007/11/27			12,000,000,000	2007/11/27	1200000
VDN	Vinatex Đà Nẵng	Vinatex Da Nang Jsc	UPC	Consumer Goods	2010/07/15	2000000	2010/07/15			20,000,000,000	2010/07/15	2000000
VDS	CTCP Chứng khoán Rồng Việt	Viet Dragon Securities Corporation	HNX	Financials	2010/05/25	33000000	2010/05/25			330,000,000,000	2009/06/24	33000000
VDT	Thép Biên Hòa	Binh Tay Steel Wire Netting Jsc	UPC	Basic Materials	2011/03/01	1965440	2011/03/01			19,654,400,000	2011/03/01	1965440
VE1	CTCP Xây dựng Điện Vneco 1	Vneco 1 Electricity Construction Jsc	HNX	Industrials	2008/09/04	3000000	2008/09/04			30,000,000,000	2008/09/04	3000000
VE2	CTCP Xây dựng Điện Vneco2	Vietnam Electricity Construction 2 Jsc	HNX	Industrials	2010/07/26	1861141	2010/07/26			18,611,410,000	2010/07/26	1861141
VE3	Cổ phiếu CTCP Xây dựng điện VNECO 3	Vneco 3 Electricity Construction Jsc	HNX	Industrials	2010/06/30	1319710	2010/06/30			13,197,100,000	2010/06/30	1319710
VE8	CTCP Xây dựng Điện VNECO 8	Vneco 8 Electricity Construction JCC	HNX	Industrials	2012/07/24	1800000	2012/08/27		1	18,000,000,000	2012/08/27	1800000
VE9	CTCP Đầu tư và xây dựng VNECO 9	Vneco 9 Electricity Construction Jsc	HNX	Industrials	2008/01/23	3100000	2008/01/23			31,000,000,000	2008/01/23	3100000
VES	CTCP Đầu tư và Xây dựng Điện MêCa VNECO	Meca Vneco Investment And Electricity Construction Jsc	HSX	Industrials	2010/04/02	9007500	2010/04/14		1	90,075,000,000	2010/04/14	9007500
VFC	CTCP Vinafco	Vinafco JCC 	HSX	Industrials	2006/06/26	5575627	2006/07/24		1	55,756,270,000	2006/07/24	5575627
VFG	CTCP Khử trùng Việt Nam	Viet Nam Fumigation Jsc	HSX	Basic Materials	2009/12/11	8133855	2009/12/17		1	81,338,550,000	2009/12/17	8133855
VFR	CTCP Vận tải Thuê tàu	Transport And Chartering Corporation	HNX	Industrials	2006/12/28	15000000	2006/12/28			150,000,000,000	2006/12/28	15000000
VGP	CTCP Cảng rau Quả	The Vegetexco Port Jsc	HNX	Industrials	2006/11/29	3885020	2006/12/21		1	38,850,200,000	2006/12/21	3885020
VGS	CTCP Ống thép Việt Đức VG PIPE	Vietnam Germany Steel Pipe Jsc	HNX	Basic Materials	2008/12/04	7000000	2008/12/04			70,000,000,000	2008/12/04	7000000
VHC	CTCP Vĩnh Hoàn	Vinh Hoan Corporation	HSX	Consumer Goods	2007/12/07	30000000	2007/12/24		1	300,000,000,000	2007/12/24	30000000
VHF	Chế biến lương thực Vĩnh Hà	Vinh Ha Food Processing & Construction Jsc	UPC	Consumer Goods	2010/05/07	4300000	2010/05/07			43,000,000,000	2010/05/07	4300000
VHG	CTCP Đầu tư và Sản xuất Việt Hàn	Viet - Han Corporation	HSX	Industrials	2008/01/09	25000000	2008/01/28		1	250,000,000,000	2008/01/28	25000000
VHH	CTCP Đầu tư Xây dựng Viwaseen – Huế	Viwaseen - Hue Investment And Construction Jsc	HNX	Industrials	2010/07/28	6000000	2010/07/28			60,000,000,000	2010/07/28	6000000
VHL	CTCP Viglacera Hạ Long	Viglacera Ha Long Jsc	HNX	Industrials	2009/02/12	7000000	2009/02/12			70,000,000,000	2009/02/12	7000000
VIA	CTCP VIAN	Vian Jsc	UPC	Consumer Goods	2010/04/20	1200000	2010/04/20			12,000,000,000	2010/04/21	0
